stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC4881,10610,28.618803,77.015219,Chhathh Ghat Park,10610
U00354,10611,28.618083,77.013083,Arjun Park,10611
U00329,10612,28.6162575580097,77.0080117622372,Nangli Sakrawati Crossing,10612
DC3562,10613,28.6146300895119,77.0039039906278,Nangli Sakrawati,10613
U00293,10614,28.613536,76.999497,Sai Baba Mandir,10614
U00285,10615,28.612929,76.995552,Power House NajafGarh,10615
U00261,10616,28.6125090959708,76.9923600178753,Tuda Mandi,10616
U03064,10617,28.586388,77.253259,Nizamuddin Railway Station,10617
U03061,10618,28.5825,77.2527,Rajdoot Hotel,10618
U03122,10619,28.57449,77.256841,Ashram (Hari Nagar),10619
U03063,10620,28.56675,77.253117,Sri Niwaspuri / PG DAV College Lajpat Nagar,10620
U99867A,10621,28.51529,77.281062,ESI Hospital Okhla,10621
U03362,10622,28.5164,77.2835,Central Work Shop II,10622
DC3707,10623,28.66696,77.227456,ISBT Kashmere Gate Terminal,10623
U02517,10624,28.666662,77.21926,Tees Hazari Court,10624
U99922,10625,28.6671,77.2149,St Stephen Hospital,10625
U02411,10626,28.666336,77.208872,Ice Factory (Rani Jhansi Road),10626
U02348,10627,28.669035,77.204663,Roshnara Road,10627
U02235,10628,28.6717,77.2007,Roshnara Bagh,10628
U02246,10629,28.6774,77.201633,Clock Tower,10629
U02208,10630,28.6804,77.1993,Shakti Nagar,10630
U02143,10631,28.679846,77.195746,Shakti Nagar Nangia Park,10631
U02040,10632,28.677233,77.188967,Chowki No 2 / Gulabi Bagh Crossing,10632
U02023,10633,28.674998,77.188525,Gulabi Bagh,10633
U01992,10634,28.672401,77.186038,Shastri Nagar A Block,10634
U01945,10635,28.671105,77.184219,Subhadra Colony,10635
U01912,10636,28.669997,77.181336,Shastri Nagar Metro Station,10636
U01837,10637,28.6711,77.17605,Shastri Nagar E Block,10637
U01790,10638,28.6716,77.173,Shastri Nagar Shiv Mandir,10638
U01727,10639,28.673633,77.168983,Inderlok Metro Station,10639
U01664,10640,28.680933,77.165433,Kanhaiya Nagar,10640
U01627,10641,28.6861,77.1629,B3 Keshav Puram,10641
U01621,10642,28.687583,77.162267,B-4 Keshav Puram,10642
U01014,10643,28.694632,77.105225,Mangol Pur School (Kanjhawla Road),10643
U00934,10644,28.698239,77.097085,Avantika Xing,10644
U00658,10645,28.7155,77.0743,Rohini Sec 20/21 More,10645
DC4512,10646,28.665305,76.943439,Satyapuram Jharoda,10646
DC4493,10647,28.655083,76.950083,Jharoda Kalan,10647
DC4494,10648,28.65085,76.9531,Jharoda Village,10648
DC4495,10649,28.646688,76.956119,S.S. Kanya Vidhyalaya,10649
DC4496,10650,28.642863,76.958365,PTS Jharoda,10650
DC4497,10651,28.638805,76.960707,CRPF Jharoda,10651
DC4503,10652,28.633583,76.963783,Sainik Enclave Jharoda,10652
DC4498,10653,28.63045,76.965683,Saraswati Kunj Jharoda,10653
DC4504,10654,28.627867,76.967333,Naveen Palace,10654
DC4499,10655,28.623817,76.970483,Baba Haridass Nagar,10655
DC4500,10656,28.619058,76.974408,New Anaj Mandi,10656
DC4501,10657,28.6155,76.976417,Surakh Pur Crossing,10657
U00598,10658,28.626011,77.068195,Uttam Nagar,10658
DC3691,10659,28.619633,77.079183,A-3 Janak Puri,10659
U00766,10660,28.6219,77.0842,C-2 Janakpuri,10660
U00825,10661,28.621752,77.092199,Bharti College / C2B Janak Puri,10661
U00818,10662,28.617217,77.088345,C4E Janakpuri,10662
U00870,10663,28.615417,77.092583,Central Market C3 Janakpuri,10663
U00903,10664,28.616333,77.09525,C-4H Janakpuri,10664
U00939,10665,28.6148,77.0977,Janakpuri C-5A,10665
U00956,10666,28.6109508,77.0989138,Desu Colony Janakpuri,10666
U01069,10667,28.6182233,77.1121149,Zunk Market,10667
U01100,10668,28.622267,77.1171,Gulab House,10668
U01115,10669,28.62395,77.1186,Bobby Soap,10669
U01125,10670,28.625367,77.11975,PS Mayapuri,10670
U01175,10671,28.629,77.122817,Metal Forging,10671
U01217,10672,28.634617,77.127633,Government Press,10672
U01231,10673,28.63685,77.12835,Mayapuri Depot,10673
U01305,10674,28.626883,77.135333,Naraina Vihar / Indra Market,10674
U01348,10675,28.6314,77.1384,Payal Cinema,10675
U01436,10676,28.641383,77.145217,Loha Mandi,10676
U01494,10677,28.644717,77.147667,Bentax,10677
U01466,10678,28.64905,77.1513,Naraina Depot,10678
U01520,10679,28.650051,77.153678,Pandav Nagar,10679
U01549,10680,28.6516,77.1561,Shadipur Colony,10680
U01581,10681,28.6515,77.1587,Shadipur Metro Station,10681
U01663,10682,28.64795,77.164783,West Patel Nagar,10682
U01729,10683,28.6454,77.1689,South Patel Nagar (Metro Station),10683
U01769,10684,28.642967,77.17315,East Patel Nagar,10684
U01843,10685,28.6425,77.1773,Rajendra Place,10685
U02034,10686,28.6442,77.189,Karol Bagh Metro Station,10686
U02113,10687,28.6448,77.1934,Pusa Road Petrol Pump Sadhu Vaswani Marg,10687
U02237,10688,28.644,77.200983,Meghdoot Bhawan,10688
U02285,10689,28.6441,77.2036,Videocon Tower,10689
U02396,10690,28.646179,77.208232,Paharganj Police Station,10690
U02482,10691,28.6452,77.2133,Dispensary Paharganj,10691
U02693,10692,28.643383,77.225733,Ajmeri Gate / Kamla Market,10692
U02744,10693,28.642068,77.228325,JLN Marg,10693
U02781,10694,28.641166,77.230002,Zakir Husain College,10694
U02820,10695,28.641834,77.233136,Turkman Gate / GB Pant Hospital,10695
U02841,10696,28.6412,77.235016,Delite Cinema,10696
U02885,10697,28.64073,77.238584,Delhi Gate,10697
U02856,10698,28.653961,77.23645,Red Fort,10698
U02839,10699,28.661944,77.234569,GPO,10699
U02786,10700,28.665331,77.230123,Guru Govind Singh University (Kashmere Gate),10700
U02785,10701,28.666756,77.229348,ISBT Kashmere Gate,10701
U02681,10702,28.666517,77.225883,Mori Gate Terminal,10702
DC5262,10703,28.7950053613795,77.0411360466838,Bawana Sec 1 Cluster Depot,10703
DC4557,10704,28.819594,77.063606,Sannoth Crossing / Ghoga Crossing,10704
DC5260,10705,28.81561,77.07098,Sannoth Village,10705
DC5103,10706,28.809729,77.087395,Holambi Kalan JJ Colony,10706
DC5362,10707,28.809404,77.09877,Holambi Kalan Fatak,10707
DC4997,10708,28.809357,77.10746,Holambi Kalan Crossing,10708
DC5009,10709,28.797139,77.117385,Holambi Khurd Crossing,10709
DC5010,10710,28.79804,77.127346,Alipur Garhi,10710
DC5011,10711,28.797253,77.133138,Alipur Village,10711
DC4808,10712,28.8022,77.1386,Pwd Office,10712
DC4965,10713,28.811931,77.135652,Bakauli Village,10713
DC4966,10714,28.824805,77.13183,Khampur Village,10714
DC5417,10715,28.835211,77.12846,Tikri Khurd Crossing,10715
DC5416,10716,28.835878,77.1238,Tikri Khurd,10716
U03656,10717,28.646328,77.314904,Anand Vihar ISBT Terminal,10717
U03710,10718,28.660523,77.319926,Ram Prastha Crossing,10718
U03713,10719,28.663552,77.320362,Ram Prastha Temple,10719
U03724,10720,28.666954,77.321483,Surya Nagar (Gazipur Road),10720
DC3662,10721,28.676241,77.321331,Shahdara Border GT Road,10721
U03689,10722,28.676186,77.317518,Jhilmil Xing,10722
U03647,10723,28.675883,77.3118,Dilshad Garden GT Road,10723
U99890,10724,28.675817,77.309217,Telephone Exchange,10724
U03515,10725,28.675479,77.300119,Mansarovar Park Metro Station,10725
U03296,10726,28.672,77.275,Welcome Colony Metro Station,10726
U03241,10727,28.6717988050285,77.2733799557566,Welcome Colony,10727
U03198,10728,28.670722,77.266485,Seelampur Metro Station,10728
U03167,10729,28.670717,77.261917,Dharam Pura,10729
U03125,10730,28.6723,77.2571,Shastri Park,10730
DC3593,10731,28.673195,77.251804,Shastri Park,10731
U03020,10732,28.67382,77.248024,Shyam Giri Mandir,10732
DC3594,10733,28.674167,77.243433,Shastri Park DMRC Depot,10733
U02948,10734,28.673433,77.241183,Shastri Park Metro Depot,10734
DC3595,10735,28.6692301,77.228774,ISBT Bridge,10735
U02382,10736,28.6627,77.2075,Azad Market,10736
U02319,10737,28.660752,77.204049,Bara Hindu Rao,10737
U02291,10738,28.657229,77.203685,Model Basti,10738
U02202,10739,28.655331,77.198831,Guru Govind Singh Marg,10739
U02121,10740,28.65754,77.194648,Tibiya College,10740
DC3657,10741,28.659086,77.191154,Ram Jas Road,10741
U99836,10742,28.659825,77.188866,Liberty Cinema,10742
U01968,10743,28.661182,77.185019,Sarai Rohilla Govt Qtrs (Rohtak Road),10743
U01925,10744,28.662538,77.182083,Sarai Rohila (Rohtak Road),10744
U01812,10745,28.665198,77.174292,Anand Parvat Industrial Area,10745
U01744,10746,28.666349,77.170126,Daya Basti Flyover,10746
U01672,10747,28.668391,77.165402,Zakhira Flyover,10747
U01533,10748,28.671287,77.156585,Ashok Park Main,10748
U01491,10749,28.671806,77.15387,Ram Pura,10749
U01459,10750,28.672782,77.146897,Punjabi Bagh West Power House,10750
U01417,10751,28.673121,77.143689,Punjabi Bagh Terminal (Rohtak Road),10751
U03305,10752,28.702199,77.278463,C 4 Yamuna Vihar,10752
U03272,10753,28.702588,77.273744,Yamuna Vihar Brijpuri,10753
U03242,10754,28.702752,77.271309,B-Block Yamuna Vihar,10754
U99761,10755,28.703351,77.263706,Bhajanpura,10755
U03130K,10756,28.7039,77.2562,Khajuri,10756
DC3588,10757,28.6992,77.255533,Garhi Maidu,10757
U03097,10758,28.695121,77.254951,Gamri Extn Pusta No.5,10758
U03080,10759,28.68945,77.254167,Kartar Nagar,10759
U03086,10760,28.686317,77.254567,Jagjit Nagar,10760
DC3590,10761,28.679983,77.256183,New Usman Pur Pusta No-1,10761
DC3591,10762,28.6778,77.256783,Zero Pusta,10762
DC3592,10763,28.674017,77.2563,Shastri Park Pusta Road,10763
U02698,10764,28.672284,77.225834,Ludlow Castle,10764
DC3654,10765,28.676749,77.224848,Exchange Store / Civil Lines Metro Station,10765
DC0016,10766,28.67961,77.22396,IP College,10766
U02628,10767,28.683783,77.222172,Old Secretariat (Postal Account Office),10767
DC0017,10768,28.687802,77.221442,Vidhan Sabha Metro Station,10768
U02609,10769,28.690613,77.221168,Khyber Pass,10769
U02571,10770,28.693646,77.218432,Mall Road,10770
U02504,10771,28.695213,77.214096,Vishwa Vidyalaya Metro Station,10771
U02461,10772,28.696149,77.211705,INS Hostel,10772
U02380,10773,28.698223,77.207504,GTB Nagar / Haqiqat Nagar,10773
U02663,10774,28.638657,77.224181,Shivaji Park,10774
U02634,10775,28.632651,77.223088,Super Bazar,10775
U02543,10776,28.628567,77.216783,Palika Kendra,10776
U02492,10777,28.625507,77.21432,P S Parliament / Jantar Mantar,10777
U02478,10778,28.620515,77.212714,Aakashwani Bhawan,10778
U02497,10779,28.615,77.2124,Krishi Bhawan,10779
U02481,10780,28.6126,77.2122,Udyog Bhawan,10780
U02436,10781,28.609631,77.209798,Sunehri Masjid/ G Block,10781
U02456,10782,28.6051,77.2111,Krishan Menon Marg,10782
U99974A,10783,28.599917,77.211317,PS Tuglak Road,10783
U99871,10784,28.5949,77.212,Tughlaq Crescent,10784
U02480,10785,28.586708,77.212779,SJ Madrasa,10785
U02475,10786,28.584236,77.212605,SJ Airport,10786
U02441,10787,28.5759,77.2102,INA Colony,10787
U02417,10788,28.574012,77.209568,Kidwai Nagar,10788
U02381,10789,28.5627,77.2077,Yusuf Sarai,10789
U02362,10790,28.5572,77.2068,Green Park,10790
U02326,10791,28.5529,77.2051,Hauz Khas,10791
U02290,10792,28.5498,77.2038,Padhmini Enclave,10792
U02258,10793,28.5462,77.2025,IIT Gate,10793
U02279,10794,28.543924,77.205014,Panchsheel Club / Sarvpriya Vihar,10794
U02429,10795,28.5428,77.209567,Bhavishya Nidhi Enclave,10795
U02460,10796,28.5370086315091,77.2098981836701,Begumpur (Malviya Nagar),10796
U02439,10797,28.535406,77.208553,Malviya Nagar,10797
U02302,10798,28.5326,77.2046,Aurobindo College,10798
U02223,10799,28.530317,77.199633,Geetanjali Enclave,10799
U02243,10800,28.529417,77.2014,PNB Geetanjali,10800
U02287,10801,28.528,77.205,Saket A Block (Malviya Nagar Metro Station),10801
U02412,10802,28.5282,77.2091,Press Enclave,10802
U02462,10803,28.5285,77.2119,HaujRani / MaxHospital,10803
U02519,10804,28.5297,77.2158,Hauj Rani,10804
U02561,10805,28.530183,77.21835,Khirki Village,10805
DC3716,10806,28.53145,77.223883,PSRI,10806
U02718,10807,28.532283,77.22695,Vocational College,10807
U99870,10808,28.53305,77.230667,Sheikh Sarai Phase II,10808
U02793PV,10809,28.527,77.231201,Pushpa Bhawan,10809
U02762,10810,28.524690785977,77.2303766300063,Madangir DDA Flats,10810
U02722,10811,28.5150204,77.2295507,Ambedkar Nagar Terminal,10811
U02761,10812,28.515267,77.2284,Ambedkar Nagar Depot,10812
U02834,10813,28.514,77.2344,Khanpur Extension / Devli Xing,10813
U02888,10814,28.5129,77.2389,Vayu Sena Bad (Tigri),10814
U02957,10815,28.5124,77.2433,Batra Hospital / Satya Narayan Mandir,10815
U03033,10816,28.512167,77.248667,Hamdard Nagar / Sangam Vihar,10816
U02349,10817,28.6214,77.2064,Kendriya Terminal (Pt. Pant Marg),10817
U02322,10818,28.621017,77.205283,Kendriya Terminal / Gurudwara Rakab Gunj,10818
U02277,10819,28.6222,77.2031,Talkatora Road,10819
U02149,10820,28.6223961,77.1965567,Dr. RML Hospital,10820
U02118,10821,28.6212541,77.1942054,Talkatora Stadium Garden,10821
U02072A,10822,28.611,77.1908,Sardar Patel Road Xing (11 Murti),10822
U02039,10823,28.6078,77.1891,Palika Kutumb,10823
U01951,10824,28.603917,77.1845,Bhartiya Sadhu Samaj,10824
U01860,10825,28.600783,77.1785,Railway Colony (Sardar Patel Marg),10825
U01826,10826,28.5994,77.1758,Bapu Dham,10826
U01765,10827,28.597,77.1713,Officer Enclave S.P Marg,10827
U01635,10828,28.592721,77.163492,Dhaula Kuan,10828
U01578,10829,28.592403,77.159084,Golf Club,10829
DC3649,10830,28.59572,77.150948,R R Line,10830
U01356,10831,28.6002,77.139733,S O Flats Carriappa Marg,10831
NS0257,10832,28.60265,77.133483,Thimiyan Park,10832
U01208,10833,28.6051995,77.1265753,Kirbi Place,10833
U01163,10834,28.606633,77.123233,Supply Depot,10834
U01080,10835,28.6104,77.1138,Janak Setu,10835
U01023,10836,28.613845,77.106342,Lajwanti Garden,10836
U01004A,10837,28.610606,77.10369,D Block Janak Puri,10837
U00965,10838,28.609254,77.0996,SagarPur Vashisht park,10838
U00953,10839,28.610901,77.098786,Desu Colony Janakpuri,10839
U00938J5A,10840,28.6155,77.097,C5A Janakpuri,10840
U00863,10841,28.61525,77.092367,Central Market C3 Janakpuri,10841
U00764,10842,28.6216,77.0841,C2 Janakpuri,10842
DC3692,10843,28.619583,77.079267,A3 Janak Puri,10843
U00685,10844,28.617945,77.077135,Janak Puri,10844
U00653,10845,28.619637,77.073604,Jivan Park,10845
U00624,10846,28.621389,77.070002,Tilak Pul,10846
U00603,10847,28.624,77.068009,Uttam Nagar /#REF!  Janak Puri,10847
U00918,10848,28.6363235433356,77.0957438603281,Tilak Nagar Terminal,10848
U00555,10849,28.623129,77.061189,Uttam Nagar,10849
U00535,10850,28.621893,77.056719,Prem Nagar,10850
U00501,10851,28.621079,77.052669,Om Vihar,10851
U00463,10852,28.620222,77.04552,Nawada,10852
U00452,10853,28.6200493466924,77.039162961751,Mohan Garden,10853
DC3541,10854,28.619263,77.033731,Sewak Park Dwarka More Metro Station,10854
U00213,10855,28.609477,76.983288,Police Station Najafgarh,10855
U00193,10856,28.6114911357481,76.9779095460606,Dhansa Stand,10856
DC3547,10857,28.610938,76.97401,Khera More,10857
U00155,10858,28.6091779240052,76.967157118307,Nanak Piyau,10858
U00112,10859,28.6085418137362,76.958778258301,Indra Service Station,10859
DC4745,10860,28.6081146125039,76.9511722513845,Mitraon Crossing,10860
U00085,10861,28.6080681907939,76.9473243300908,Mitraon Village,10861
DC4819,10862,28.83096,77.199706,Jhingola Village,10862
DC4820,10863,28.831184,77.18802,Jhingola Crossing,10863
DC4821,10864,28.834531,77.182394,Akbar Pur Majra,10864
DC4822,10865,28.832511,77.179184,Akbar Pur Majra Crossing,10865
DC4823,10866,28.82942,77.178662,Bakhtawar Pur Garhi,10866
DC4824,10867,28.825833,77.174563,Bakhtawar Pur Primary School,10867
DC4825,10868,28.82208,77.171555,Bakhtawar Pur Village,10868
DC4826,10869,28.818615,77.166323,Triveni Colony,10869
DC4827,10870,28.814533,77.161217,Bakhtawar Pur School,10870
DC4828,10871,28.80336,77.143775,Palla More,10871
DC4831,10872,28.793717,77.142333,Mcd Store,10872
U99993,10873,28.7252,77.1634,Jahangirpuri GT Road,10873
U02406,10874,28.667228,77.209036,Ice Factory (Rani Jhansi Road),10874
U03551,10875,28.493092,77.303489,Badarpur Border (T),10875
U03996A,10876,28.497367,77.302117,Jaitpur Mor,10876
U03519,10877,28.499178,77.299004,Badarpur M B Road / Rajiv Gandhi Stadium,10877
U03465,10878,28.500583,77.293883,Prehlad Pur,10878
U03434,10879,28.501567,77.289765,Surajkund Crossing,10879
U03361,10880,28.5023,77.2833,Lal Kuan,10880
U03331,10881,28.5036,77.2801,Prem Nagar,10881
DC0138,10882,28.5061,77.27835,Maa Anand Mayee Marg,10882
U99988A,10883,28.51095,77.280917,Tehkhand Depot DTC,10883
DC5101,10884,28.801906,77.096118,Holambi Kalan Terminal,10884
DC5099,10885,28.799903,77.096104,Holambi Khurd,10885
DC5097,10886,28.795403,77.097915,Holambi Khurd DRID College,10886
DC5095,10887,28.79584,77.11041,Minda Farm,10887
U01868,10888,28.707667,77.180271,Azadpur Terminal,10888
U01966,10889,28.706127,77.185301,Model Town III,10889
U02070,10890,28.704282,77.190629,Model Town II,10890
U02122,10891,28.703017,77.193837,Alpana Cinema (Model Town Mtr Stn),10891
U02263,10892,28.699589,77.202973,New Police Line,10892
U02678,10893,28.676617,77.225033,Exchange Store / Civil Lines Metro Station,10893
U02862,10894,28.65808,77.236946,Red Fort,10894
U02884,10895,28.650847,77.238458,Jama Masjid,10895
U02922,10896,28.644152,77.240425,Darya Ganj Golcha Cinema,10896
U02926,10897,28.639959,77.238071,Delhi Gate (JLN Marg),10897
U02851,10898,28.6401,77.234817,LNJP Hospital,10898
U02779,10899,28.641133,77.229676,Zakir Husain College,10899
U02738,10900,28.6421,77.22785,JLN Marg,10900
U02706,10901,28.640867,77.225733,Vivekanand Marg / Minto Road,10901
DC4960,10902,28.6977936898634,77.0278941468983,Rani Khera Depot Crossing,10902
U99813,10903,28.704236,77.027661,Rani Khera Village,10903
U99789,10904,28.709239,77.027741,Rani Khera School / Bhagya Vihar,10904
U99809,10905,28.712817,77.027833,Mubarak Pur Crossing,10905
U00401,10906,28.731617,77.03235,Karala Crossing,10906
U00426,10907,28.731583,77.036983,Karala Village,10907
U99700,10908,28.730801,77.039803,Karala School,10908
U00466,10909,28.7288,77.0456,Rama Vihar,10909
U00482,10910,28.727633,77.04895,Sukhbeer Nagar,10910
U00516,10911,28.726567,77.053367,Karala Patshala,10911
U99608,10912,28.724983,77.058433,Rajeev Nagar,10912
U99614,10913,28.721201,77.065981,Begum Pur (Kanjhawala Road),10913
U00621,10914,28.7188,77.069767,Rohini Sec-21,10914
U00657,10915,28.71589,77.07422,Poothkalan,10915
U00683,10916,28.714336,77.077075,Pooth Kalan,10916
DC3748,10917,28.712372,77.080713,Brahm Shakti Hospital,10917
U00763,10918,28.706783,77.084171,Buddh Vihar,10918
DC3749,10919,28.706566,77.084098,Buddh Vihar,10919
U00831,10920,28.702762,77.089612,Mangol Puri Y Block,10920
U00892,10921,28.700117,77.094277,Mangol Pur Khurd,10921
U00931,10922,28.698384,77.097225,Avantika Xing,10922
U00961,10923,28.695671,77.101095,Mangolpur Kalan Village,10923
U01021,10924,28.694414,77.106315,Mangol Pur School (Outer Ring Road),10924
U01039,10925,28.695494,77.108823,Rohini Depot III,10925
U01060,10926,28.696609,77.112857,Puspanjali Enclave Rohini Depot 3,10926
U01093,10927,28.697446,77.115993,Kali Mata Mandir,10927
U01126,10928,28.698196,77.119004,Deepali Chowk Ring Road,10928
U01188,10929,28.700141,77.12472,Saraswati Vihar C Block,10929
U01248,10930,28.701935,77.128048,Madhuban Chowk Outer Ring Road,10930
U01289,10931,28.708375,77.134799,RU Block Power House,10931
U01331,10932,28.71064,77.13667,Pitampura RU Block,10932
U01354,10933,28.715019,77.138989,Uttri Pitam Pura,10933
U01358,10934,28.71649,77.13932,Pitam Pura BV Block,10934
U01372,10935,28.72155,77.140383,Haidarpur Water Works,10935
U99995,10936,28.72515,77.14229,PS Badli,10936
DC5131,10937,28.727265,77.143241,Jail Road Rohini Sec 18,10937
DC5129,10938,28.731937,77.140125,Badli Village,10938
DC5127,10939,28.735794,77.137389,Rohini Sec 18 Block,10939
DC5125,10940,28.73884,77.135808,Rohini Sec 18,10940
U02000,10941,28.526517,77.18605,Qutub Minar,10941
U02048,10942,28.5283,77.1897,T B Hospital,10942
U02090,10943,28.529833,77.192117,DDA Flats Lado Sarai,10943
DC5148,10944,28.532964,77.195504,PTS,10944
DC5149,10945,28.535351,77.196849,MMTC / Adhchini Village,10945
DC5150,10946,28.537823,77.19807,Adhchini Village,10946
DC5151,10947,28.541141,77.1995,Mothers International School,10947
DC5152,10948,28.543571,77.20071,IIT Gate,10948
U02253,10949,28.54585,77.201967,IIT Gate (Aurobindo Marg),10949
U02281,10950,28.5492,77.2034,Padmani Enclave,10950
U02315,10951,28.553,77.2049,Hauz Khas,10951
U02357,10952,28.558583,77.206733,Green Park,10952
